x,y,z,date
0.57,0.73,0.05,2018-12-11 10:52:29.306032
0.61,0.64,0.05,2018-12-11 10:52:29.327861
0.64,0.54,0.08,2018-12-11 10:52:29.349711
0.75,0.38,0.21,2018-12-11 10:52:29.371664
1.45,0.08,0.39,2018-12-11 10:52:29.393886
2.49,0.41,0.7,2018-12-11 10:52:29.415434
2.47,0.78,0.59,2018-12-11 10:52:29.437525
1.5,1.1,0.55,2018-12-11 10:52:29.459204
0.86,0.99,1.59,2018-12-11 10:52:29.481055
2.21,1.54,2.68,2018-12-11 10:52:29.502874
3.58,0.33,0.74,2018-12-11 10:52:29.524841
3.7,0.97,0.05,2018-12-11 10:52:29.546345
2.77,0.88,0.39,2018-12-11 10:52:29.567813
1.26,1.06,0.32,2018-12-11 10:52:29.589548
0.66,0.77,0.28,2018-12-11 10:52:29.611303
0.07,0.62,0.2,2018-12-11 10:52:29.633129
0.47,0.44,0.1,2018-12-11 10:52:29.654802
0.68,0.42,0.09,2018-12-11 10:52:29.676512
0.66,0.42,0.05,2018-12-11 10:52:29.698094
0.69,0.47,0.12,2018-12-11 10:52:29.719926
0.85,0.54,0.12,2018-12-11 10:52:29.741659
0.91,0.94,0.1,2018-12-11 10:52:29.772314
0.76,1.06,0.22,2018-12-11 10:52:29.794432
0.69,1.06,0.21,2018-12-11 10:52:29.815975
0.66,0.92,0.11,2018-12-11 10:52:29.837562
0.6,0.8,0.06,2018-12-11 10:52:29.859219
0.52,0.73,0.02,2018-12-11 10:52:29.880730
0.53,0.75,0.01,2018-12-11 10:52:29.902607
0.54,0.84,0.03,2018-12-11 10:52:29.924583
0.54,0.89,0.09,2018-12-11 10:52:29.946216
0.55,0.91,0.08,2018-12-11 10:52:29.967993
0.56,0.83,0.05,2018-12-11 10:52:29.989766
0.61,0.82,0.03,2018-12-11 10:52:30.011403
0.55,0.79,0.02,2018-12-11 10:52:30.033670
0.55,0.78,0.02,2018-12-11 10:52:30.055439
0.56,0.73,0.01,2018-12-11 10:52:30.077248
0.6,0.67,0.05,2018-12-11 10:52:30.098846
0.64,0.58,0.05,2018-12-11 10:52:30.120678
0.71,0.42,0.11,2018-12-11 10:52:30.142606
0.84,0.14,0.24,2018-12-11 10:52:30.164397
1.32,0.27,0.62,2018-12-11 10:52:30.186621
2.71,0.63,1.04,2018-12-11 10:52:30.208123
2.39,0.61,0.56,2018-12-11 10:52:30.229594
0.82,0.58,0.36,2018-12-11 10:52:30.251472
0.82,0.05,2.48,2018-12-11 10:52:30.273470
2.5,1.68,2.48,2018-12-11 10:52:30.295193
3.95,0.28,0.15,2018-12-11 10:52:30.316638
3.69,0.23,0.06,2018-12-11 10:52:30.338413
1.88,0.97,0.29,2018-12-11 10:52:30.360360
0.97,0.82,0.21,2018-12-11 10:52:30.382467
0.33,0.76,0.31,2018-12-11 10:52:30.404158
0.25,0.51,0.24,2018-12-11 10:52:30.425659
0.58,0.34,0.08,2018-12-11 10:52:30.447248
0.8,0.42,0.02,2018-12-11 10:52:30.469053
0.75,0.48,0.04,2018-12-11 10:52:30.490835
0.75,0.54,0.08,2018-12-11 10:52:30.512676
0.77,0.67,0.02,2018-12-11 10:52:30.534873
0.81,0.82,0.09,2018-12-11 10:52:30.555996
0.76,0.88,0.14,2018-12-11 10:52:30.578388
0.78,0.89,0.14,2018-12-11 10:52:30.599589
0.74,0.86,0.09,2018-12-11 10:52:30.621687
0.61,0.86,0.07,2018-12-11 10:52:30.643564
0.61,0.78,0.0,2018-12-11 10:52:30.666066
0.63,0.73,0.09,2018-12-11 10:52:30.687640
0.62,0.82,0.15,2018-12-11 10:52:30.709327
0.61,0.83,0.12,2018-12-11 10:52:30.731019
0.61,0.8,0.04,2018-12-11 10:52:30.753083
0.59,0.78,0.05,2018-12-11 10:52:30.774848
0.58,0.84,0.1,2018-12-11 10:52:30.796349
0.59,0.83,0.1,2018-12-11 10:52:30.818105
0.59,0.7,0.04,2018-12-11 10:52:30.839737
0.6,0.64,0.05,2018-12-11 10:52:30.861447
0.65,0.59,0.01,2018-12-11 10:52:30.883169
0.74,0.43,0.03,2018-12-11 10:52:30.905092
0.86,0.2,0.19,2018-12-11 10:52:30.926761
1.46,0.21,0.4,2018-12-11 10:52:30.948259
2.61,0.25,0.63,2018-12-11 10:52:30.969727
2.67,0.8,0.56,2018-12-11 10:52:30.991384
1.42,1.41,0.21,2018-12-11 10:52:31.013561
0.97,1.11,1.69,2018-12-11 10:52:31.034702
2.36,1.5,2.37,2018-12-11 10:52:31.056973
3.5,0.85,0.78,2018-12-11 10:52:31.078629
4.08,0.76,0.08,2018-12-11 10:52:31.100083
3.0,0.44,0.37,2018-12-11 10:52:31.121815
1.93,0.92,0.44,2018-12-11 10:52:31.143817
0.88,0.87,0.51,2018-12-11 10:52:31.165423
0.28,0.62,0.36,2018-12-11 10:52:31.187136
0.16,0.32,0.19,2018-12-11 10:52:31.208503
0.64,0.25,0.07,2018-12-11 10:52:31.230297
0.89,0.37,0.12,2018-12-11 10:52:31.252012
0.91,0.47,0.07,2018-12-11 10:52:31.283420
0.92,0.64,0.04,2018-12-11 10:52:31.305217
0.83,0.84,0.08,2018-12-11 10:52:31.327028
0.8,0.86,0.15,2018-12-11 10:52:31.348531
0.83,0.77,0.1,2018-12-11 10:52:31.369616
0.87,0.72,0.07,2018-12-11 10:52:31.391829
0.77,0.66,0.05,2018-12-11 10:52:31.413758
0.58,0.76,0.02,2018-12-11 10:52:31.435533
0.53,0.76,0.01,2018-12-11 10:52:31.456915
0.55,0.82,0.07,2018-12-11 10:52:31.478418
0.59,0.81,0.1,2018-12-11 10:52:31.500043
0.63,0.84,0.05,2018-12-11 10:52:31.521839
0.68,0.75,0.0,2018-12-11 10:52:31.543789
0.64,0.77,0.01,2018-12-11 10:52:31.565262
0.63,0.78,0.06,2018-12-11 10:52:31.587528
0.63,0.78,0.07,2018-12-11 10:52:31.609296
0.66,0.65,0.0,2018-12-11 10:52:31.630940
0.65,0.62,0.04,2018-12-11 10:52:31.652795
0.68,0.53,0.07,2018-12-11 10:52:31.674503
0.68,0.44,0.07,2018-12-11 10:52:31.696270
0.75,0.13,0.13,2018-12-11 10:52:31.718099
1.47,0.07,0.59,2018-12-11 10:52:31.739937
2.46,0.76,0.92,2018-12-11 10:52:31.761812
2.51,0.98,0.7,2018-12-11 10:52:31.783688
1.03,1.06,0.06,2018-12-11 10:52:31.805174
0.66,1.01,1.41,2018-12-11 10:52:31.826880
2.76,1.26,2.86,2018-12-11 10:52:31.848398
2.97,0.44,1.44,2018-12-11 10:52:31.870190
3.69,1.4,0.12,2018-12-11 10:52:31.892520
3.38,0.23,0.43,2018-12-11 10:52:31.914157
2.01,0.89,0.47,2018-12-11 10:52:31.935349
1.09,0.68,0.45,2018-12-11 10:52:31.956761
0.62,0.51,0.49,2018-12-11 10:52:31.978204
0.36,0.35,0.23,2018-12-11 10:52:31.999665
0.69,0.22,0.0,2018-12-11 10:52:32.021388
0.69,0.46,0.02,2018-12-11 10:52:32.043541
0.65,0.57,0.01,2018-12-11 10:52:32.065060
0.54,0.51,0.04,2018-12-11 10:52:32.086838
0.54,0.54,0.05,2018-12-11 10:52:32.108578
0.85,0.72,0.04,2018-12-11 10:52:32.130085
1.01,0.78,0.06,2018-12-11 10:52:32.151958
1.0,0.84,0.08,2018-12-11 10:52:32.174089
0.8,0.79,0.1,2018-12-11 10:52:32.197184
0.68,0.78,0.1,2018-12-11 10:52:32.219631
0.66,0.74,0.01,2018-12-11 10:52:32.243898
0.67,0.64,0.02,2018-12-11 10:52:32.266202
0.65,0.7,0.03,2018-12-11 10:52:32.287678
0.68,0.76,0.07,2018-12-11 10:52:32.309249
0.72,0.79,0.1,2018-12-11 10:52:32.330919
0.73,0.77,0.09,2018-12-11 10:52:32.352854
0.65,0.77,0.13,2018-12-11 10:52:32.374779
0.63,0.76,0.11,2018-12-11 10:52:32.396559
0.68,0.62,0.0,2018-12-11 10:52:32.417916
0.71,0.58,0.03,2018-12-11 10:52:32.439553
0.74,0.47,0.02,2018-12-11 10:52:32.461189
0.88,0.23,0.12,2018-12-11 10:52:32.483045
1.33,0.29,0.45,2018-12-11 10:52:32.505395
2.24,0.42,0.81,2018-12-11 10:52:32.527077
2.17,0.74,0.6,2018-12-11 10:52:32.548804
1.34,0.89,0.08,2018-12-11 10:52:32.569915
0.8,0.32,1.63,2018-12-11 10:52:32.592148
1.67,1.2,2.07,2018-12-11 10:52:32.613944
3.09,0.47,0.77,2018-12-11 10:52:32.635030
4.66,0.82,0.13,2018-12-11 10:52:32.657600
3.17,0.08,0.22,2018-12-11 10:52:32.679375
1.98,0.81,0.32,2018-12-11 10:52:32.700465
0.88,0.65,0.33,2018-12-11 10:52:32.723447
0.05,0.47,0.21,2018-12-11 10:52:32.745263
0.63,0.38,0.1,2018-12-11 10:52:32.773024
0.79,0.5,0.03,2018-12-11 10:52:32.794341
0.66,0.53,0.04,2018-12-11 10:52:32.816332
0.68,0.48,0.09,2018-12-11 10:52:32.838073
0.67,0.5,0.1,2018-12-11 10:52:32.859919
0.85,0.7,0.05,2018-12-11 10:52:32.881834
0.87,0.87,0.09,2018-12-11 10:52:32.904050
0.83,0.78,0.05,2018-12-11 10:52:32.926276
0.78,0.77,0.03,2018-12-11 10:52:32.947755
0.69,0.72,0.02,2018-12-11 10:52:32.969214
0.66,0.71,0.02,2018-12-11 10:52:32.990673
0.64,0.72,0.04,2018-12-11 10:52:33.012285
0.66,0.7,0.01,2018-12-11 10:52:33.034364
0.66,0.76,0.03,2018-12-11 10:52:33.056128
0.62,0.87,0.11,2018-12-11 10:52:33.077653
0.67,0.88,0.07,2018-12-11 10:52:33.099481
0.67,0.81,0.05,2018-12-11 10:52:33.121098
0.62,0.7,0.01,2018-12-11 10:52:33.142988
0.68,0.67,0.02,2018-12-11 10:52:33.164765
0.69,0.65,0.03,2018-12-11 10:52:33.186510
0.71,0.53,0.04,2018-12-11 10:52:33.208161
0.75,0.23,0.03,2018-12-11 10:52:33.229951
1.28,0.05,0.44,2018-12-11 10:52:33.251669
2.16,0.51,0.78,2018-12-11 10:52:33.273565
2.43,0.57,0.84,2018-12-11 10:52:33.294714
1.68,0.81,0.41,2018-12-11 10:52:33.316607
0.11,0.42,1.14,2018-12-11 10:52:33.338053
1.08,0.91,1.97,2018-12-11 10:52:33.359696
1.56,1.03,1.42,2018-12-11 10:52:33.381365
3.73,1.3,0.49,2018-12-11 10:52:33.403608
4.02,0.04,0.16,2018-12-11 10:52:33.425124
2.54,0.64,0.19,2018-12-11 10:52:33.446249
1.52,0.69,0.3,2018-12-11 10:52:33.468148
0.58,0.67,0.32,2018-12-11 10:52:33.489655
0.19,0.44,0.22,2018-12-11 10:52:33.511684
0.37,0.45,0.16,2018-12-11 10:52:33.533989
0.56,0.64,0.13,2018-12-11 10:52:33.555536
0.51,0.6,0.05,2018-12-11 10:52:33.577068
0.47,0.54,0.07,2018-12-11 10:52:33.598804
0.55,0.51,0.14,2018-12-11 10:52:33.620545
0.8,0.55,0.09,2018-12-11 10:52:33.642421
0.99,0.69,0.04,2018-12-11 10:52:33.664223
1.05,0.71,0.05,2018-12-11 10:52:33.685731
0.88,0.7,0.04,2018-12-11 10:52:33.707246
0.68,0.71,0.0,2018-12-11 10:52:33.729239
0.63,0.71,0.06,2018-12-11 10:52:33.750831
0.65,0.7,0.03,2018-12-11 10:52:33.772403
0.65,0.78,0.04,2018-12-11 10:52:33.794285
0.66,0.75,0.0,2018-12-11 10:52:33.815989
0.69,0.72,0.06,2018-12-11 10:52:33.837724
0.68,0.74,0.05,2018-12-11 10:52:33.859372
0.66,0.85,0.1,2018-12-11 10:52:33.880953
0.74,0.79,0.01,2018-12-11 10:52:33.902767
0.71,0.63,0.02,2018-12-11 10:52:33.924504
0.73,0.62,0.06,2018-12-11 10:52:33.946276
0.75,0.55,0.05,2018-12-11 10:52:33.968037
0.78,0.48,0.07,2018-12-11 10:52:33.989770
0.83,0.28,0.1,2018-12-11 10:52:34.011475
0.93,0.05,0.25,2018-12-11 10:52:34.033889
1.7,0.31,0.64,2018-12-11 10:52:34.055728
2.38,0.5,0.98,2018-12-11 10:52:34.077340
2.41,0.58,0.61,2018-12-11 10:52:34.098982
1.23,0.82,0.23,2018-12-11 10:52:34.120752
1.22,0.38,2.18,2018-12-11 10:52:34.142945
1.86,0.6,0.7,2018-12-11 10:52:34.165031
4.01,1.49,0.77,2018-12-11 10:52:34.186692
3.34,0.66,0.2,2018-12-11 10:52:34.208242
2.18,0.98,0.22,2018-12-11 10:52:34.230010
1.01,1.01,0.38,2018-12-11 10:52:34.251655
0.37,0.69,0.28,2018-12-11 10:52:34.279372
0.28,0.62,0.1,2018-12-11 10:52:34.300932
0.47,0.53,0.02,2018-12-11 10:52:34.322562
0.46,0.56,0.1,2018-12-11 10:52:34.344391
0.44,0.61,0.07,2018-12-11 10:52:34.366088
0.44,0.63,0.06,2018-12-11 10:52:34.387759
0.57,0.71,0.01,2018-12-11 10:52:34.409521
0.83,0.84,0.1,2018-12-11 10:52:34.431482
0.96,0.9,0.1,2018-12-11 10:52:34.453216
0.85,0.91,0.1,2018-12-11 10:52:34.474883
0.69,0.83,0.0,2018-12-11 10:52:34.496659
0.64,0.82,0.02,2018-12-11 10:52:34.518466
0.63,0.8,0.02,2018-12-11 10:52:34.540315
0.5,0.87,0.11,2018-12-11 10:52:34.562183
0.52,0.76,0.04,2018-12-11 10:52:34.584068
0.53,0.76,0.02,2018-12-11 10:52:34.605864
0.52,0.81,0.01,2018-12-11 10:52:34.627560
0.55,0.84,0.04,2018-12-11 10:52:34.649319
0.58,0.79,0.02,2018-12-11 10:52:34.670926
0.64,0.76,0.02,2018-12-11 10:52:34.692690
0.65,0.7,0.05,2018-12-11 10:52:34.716303
0.66,0.65,0.05,2018-12-11 10:52:34.738033
0.72,0.61,0.1,2018-12-11 10:52:34.759617
0.76,0.5,0.15,2018-12-11 10:52:34.781451
0.79,0.29,0.26,2018-12-11 10:52:34.803132
0.98,0.01,0.49,2018-12-11 10:52:34.824735
1.62,0.53,0.71,2018-12-11 10:52:34.846407
2.34,0.86,1.09,2018-12-11 10:52:34.868103
2.19,1.04,0.93,2018-12-11 10:52:34.889844
0.72,1.18,0.41,2018-12-11 10:52:34.911772
1.13,0.19,2.17,2018-12-11 10:52:34.933768
2.29,1.55,2.6,2018-12-11 10:52:34.955260
4.39,0.19,0.32,2018-12-11 10:52:34.977671
3.83,0.71,0.39,2018-12-11 10:52:34.999285
2.09,1.13,0.57,2018-12-11 10:52:35.020880
1.14,1.01,0.36,2018-12-11 10:52:35.042528
0.49,0.75,0.32,2018-12-11 10:52:35.064516
0.08,0.37,0.09,2018-12-11 10:52:35.086199
0.32,0.29,0.02,2018-12-11 10:52:35.107890
0.53,0.36,0.11,2018-12-11 10:52:35.129684
0.56,0.5,0.02,2018-12-11 10:52:35.151304
0.54,0.57,0.05,2018-12-11 10:52:35.173149
0.59,0.66,0.02,2018-12-11 10:52:35.195020
0.7,0.7,0.06,2018-12-11 10:52:35.216779
0.78,0.85,0.08,2018-12-11 10:52:35.238175
0.99,0.76,0.05,2018-12-11 10:52:35.259942
0.94,0.75,0.0,2018-12-11 10:52:35.281388
0.82,0.73,0.0,2018-12-11 10:52:35.303499
0.72,0.73,0.01,2018-12-11 10:52:35.325307
0.66,0.75,0.04,2018-12-11 10:52:35.347033
0.67,0.74,0.0,2018-12-11 10:52:35.368810
0.7,0.68,0.07,2018-12-11 10:52:35.390415
0.71,0.7,0.03,2018-12-11 10:52:35.411945
0.74,0.82,0.04,2018-12-11 10:52:35.434138
0.71,0.75,0.01,2018-12-11 10:52:35.455513
0.72,0.71,0.02,2018-12-11 10:52:35.477131
0.72,0.64,0.05,2018-12-11 10:52:35.498638
0.72,0.61,0.08,2018-12-11 10:52:35.520464
0.75,0.42,0.18,2018-12-11 10:52:35.542410
0.81,0.16,0.29,2018-12-11 10:52:35.564264
1.35,0.01,0.53,2018-12-11 10:52:35.586330
1.86,0.54,0.74,2018-12-11 10:52:35.608032
2.21,1.0,1.0,2018-12-11 10:52:35.629813
1.7,1.24,0.83,2018-12-11 10:52:35.650880
0.25,1.24,0.74,2018-12-11 10:52:35.673699
1.48,0.3,3.07,2018-12-11 10:52:35.695187
2.48,1.83,2.67,2018-12-11 10:52:35.716744
3.94,0.17,0.59,2018-12-11 10:52:35.738495
3.86,0.3,0.24,2018-12-11 10:52:35.764122
2.09,0.81,0.2,2018-12-11 10:52:35.788142
0.89,0.77,0.25,2018-12-11 10:52:35.809253
0.51,0.73,0.19,2018-12-11 10:52:35.830877
0.11,0.5,0.15,2018-12-11 10:52:35.852813
0.51,0.54,0.05,2018-12-11 10:52:35.874788
0.58,0.61,0.0,2018-12-11 10:52:35.897166
0.54,0.59,0.08,2018-12-11 10:52:35.918597
0.5,0.59,0.03,2018-12-11 10:52:35.940324
0.64,0.65,0.06,2018-12-11 10:52:35.961721
0.79,0.69,0.03,2018-12-11 10:52:35.983892
0.82,0.73,0.03,2018-12-11 10:52:36.005501
0.75,0.71,0.07,2018-12-11 10:52:36.027175
0.77,0.67,0.1,2018-12-11 10:52:36.048995
0.7,0.7,0.05,2018-12-11 10:52:36.070725
0.66,0.68,0.05,2018-12-11 10:52:36.092553
0.64,0.66,0.08,2018-12-11 10:52:36.114559
0.65,0.69,0.08,2018-12-11 10:52:36.136313
0.66,0.72,0.08,2018-12-11 10:52:36.157848
0.69,0.72,0.08,2018-12-11 10:52:36.178933
0.73,0.8,0.05,2018-12-11 10:52:36.200540
0.76,0.7,0.08,2018-12-11 10:52:36.222300
0.78,0.64,0.09,2018-12-11 10:52:36.244311
0.78,0.47,0.16,2018-12-11 10:52:36.267060
0.81,0.33,0.3,2018-12-11 10:52:36.288538
0.85,0.02,0.37,2018-12-11 10:52:36.310316
1.15,0.07,0.63,2018-12-11 10:52:36.332219
1.88,0.42,0.84,2018-12-11 10:52:36.354111
2.22,0.83,0.48,2018-12-11 10:52:36.375794
1.33,0.88,0.35,2018-12-11 10:52:36.397685
0.31,0.79,0.58,2018-12-11 10:52:36.419591
1.77,0.63,2.78,2018-12-11 10:52:36.441324
1.98,1.46,2.39,2018-12-11 10:52:36.463486
4.47,1.21,0.38,2018-12-11 10:52:36.485108
4.1,0.16,0.1,2018-12-11 10:52:36.506607
2.18,0.91,0.28,2018-12-11 10:52:36.528493
0.9,0.67,0.26,2018-12-11 10:52:36.549970
0.46,0.68,0.35,2018-12-11 10:52:36.571742
0.27,0.47,0.3,2018-12-11 10:52:36.593602
0.63,0.26,0.18,2018-12-11 10:52:36.615130
0.86,0.24,0.05,2018-12-11 10:52:36.636697
0.88,0.23,0.08,2018-12-11 10:52:36.658196
0.86,0.28,0.16,2018-12-11 10:52:36.680214
0.88,0.43,0.09,2018-12-11 10:52:36.701302
1.08,0.5,0.02,2018-12-11 10:52:36.722078
1.18,0.57,0.01,2018-12-11 10:52:36.742986
1.12,0.61,0.0,2018-12-11 10:52:36.763675
1.0,0.6,0.02,2018-12-11 10:52:36.784322
0.79,0.64,0.04,2018-12-11 10:52:36.805594
0.72,0.62,0.03,2018-12-11 10:52:36.825857
0.72,0.6,0.03,2018-12-11 10:52:36.846591
0.78,0.65,0.05,2018-12-11 10:52:36.867255
0.78,0.71,0.07,2018-12-11 10:52:36.887940
0.77,0.74,0.04,2018-12-11 10:52:36.908660
0.75,0.77,0.06,2018-12-11 10:52:36.929785
0.73,0.75,0.04,2018-12-11 10:52:36.950190
0.71,0.7,0.03,2018-12-11 10:52:36.971099
0.7,0.68,0.0,2018-12-11 10:52:36.991811
0.7,0.56,0.04,2018-12-11 10:52:37.012729
0.7,0.5,0.18,2018-12-11 10:52:37.034856
0.79,0.36,0.14,2018-12-11 10:52:37.056500
0.83,0.19,0.15,2018-12-11 10:52:37.078386
1.33,0.11,0.25,2018-12-11 10:52:37.100289
2.19,0.18,0.26,2018-12-11 10:52:37.122084
2.76,0.61,0.44,2018-12-11 10:52:37.145130
2.0,1.35,0.83,2018-12-11 10:52:37.169061
0.5,1.86,0.06,2018-12-11 10:52:37.190851
2.47,0.41,2.54,2018-12-11 10:52:37.212343
3.14,1.63,2.38,2018-12-11 10:52:37.234123
3.81,0.03,0.15,2018-12-11 10:52:37.260246
2.63,0.03,0.29,2018-12-11 10:52:37.286609
1.75,1.02,0.45,2018-12-11 10:52:37.308259
0.85,1.0,0.6,2018-12-11 10:52:37.330001
0.53,0.9,0.63,2018-12-11 10:52:37.351761
0.07,0.65,0.34,2018-12-11 10:52:37.373595
0.38,0.21,0.04,2018-12-11 10:52:37.395394
0.62,0.17,0.14,2018-12-11 10:52:37.417008
0.82,0.2,0.13,2018-12-11 10:52:37.438496
0.95,0.38,0.14,2018-12-11 10:52:37.460134
1.05,0.58,0.02,2018-12-11 10:52:37.481857
1.02,0.72,0.09,2018-12-11 10:52:37.503855
1.04,0.75,0.13,2018-12-11 10:52:37.525440
0.99,0.75,0.13,2018-12-11 10:52:37.546993
0.86,0.69,0.05,2018-12-11 10:52:37.568618
0.78,0.59,0.0,2018-12-11 10:52:37.590136
0.68,0.58,0.06,2018-12-11 10:52:37.612010
0.64,0.68,0.13,2018-12-11 10:52:37.633973
0.69,0.7,0.13,2018-12-11 10:52:37.655552
0.75,0.71,0.07,2018-12-11 10:52:37.677264
0.8,0.74,0.09,2018-12-11 10:52:37.698791
0.77,0.79,0.14,2018-12-11 10:52:37.720546
0.76,0.74,0.11,2018-12-11 10:52:37.742124
0.73,0.66,0.02,2018-12-11 10:52:37.764002
0.72,0.62,0.01,2018-12-11 10:52:37.785580
0.72,0.51,0.01,2018-12-11 10:52:37.807088
0.8,0.42,0.08,2018-12-11 10:52:37.828865
0.81,0.12,0.12,2018-12-11 10:52:37.850348
1.36,0.09,0.47,2018-12-11 10:52:37.872069
2.1,0.65,0.68,2018-12-11 10:52:37.894215
2.64,0.93,0.79,2018-12-11 10:52:37.915991
1.51,1.02,0.2,2018-12-11 10:52:37.937700
0.09,1.27,0.99,2018-12-11 10:52:37.959203
2.1,0.34,2.31,2018-12-11 10:52:37.981051
2.4,0.01,1.23,2018-12-11 10:52:38.002987
4.2,1.1,0.12,2018-12-11 10:52:38.026188
2.99,0.01,0.29,2018-12-11 10:52:38.048695
2.08,0.95,0.45,2018-12-11 10:52:38.070738
1.03,0.85,0.5,2018-12-11 10:52:38.092631
0.63,0.78,0.45,2018-12-11 10:52:38.114395
0.11,0.48,0.28,2018-12-11 10:52:38.135840
0.28,0.46,0.15,2018-12-11 10:52:38.157632
0.54,0.54,0.1,2018-12-11 10:52:38.179227
0.73,0.58,0.04,2018-12-11 10:52:38.201305
0.61,0.7,0.08,2018-12-11 10:52:38.223178
0.45,0.75,0.19,2018-12-11 10:52:38.244925
0.5,0.77,0.13,2018-12-11 10:52:38.266405
0.85,0.68,0.08,2018-12-11 10:52:38.287909
1.02,0.61,0.04,2018-12-11 10:52:38.309671
0.99,0.61,0.04,2018-12-11 10:52:38.331502
0.8,0.65,0.02,2018-12-11 10:52:38.355500
0.63,0.63,0.05,2018-12-11 10:52:38.377221
0.64,0.68,0.04,2018-12-11 10:52:38.398787
0.66,0.66,0.07,2018-12-11 10:52:38.420483
0.69,0.73,0.08,2018-12-11 10:52:38.442072
0.7,0.76,0.14,2018-12-11 10:52:38.464200
0.71,0.82,0.16,2018-12-11 10:52:38.485921
0.72,0.78,0.11,2018-12-11 10:52:38.507548
0.74,0.73,0.1,2018-12-11 10:52:38.529348
0.69,0.64,0.1,2018-12-11 10:52:38.551127
0.74,0.62,0.01,2018-12-11 10:52:38.572966
0.72,0.45,0.02,2018-12-11 10:52:38.594778
0.76,0.25,0.12,2018-12-11 10:52:38.616397
0.98,0.02,0.31,2018-12-11 10:52:38.638245
2.71,0.2,0.57,2018-12-11 10:52:38.659338
3.1,0.68,0.63,2018-12-11 10:52:38.681722
2.1,1.21,0.6,2018-12-11 10:52:38.703209
0.12,1.52,0.77,2018-12-11 10:52:38.724568
1.53,0.31,1.97,2018-12-11 10:52:38.746903
2.56,0.92,0.15,2018-12-11 10:52:38.774430
4.85,1.44,0.52,2018-12-11 10:52:38.796231
3.19,0.38,0.14,2018-12-11 10:52:38.817825
2.08,0.88,0.35,2018-12-11 10:52:38.839268
1.05,0.82,0.53,2018-12-11 10:52:38.860841
0.56,0.67,0.5,2018-12-11 10:52:38.882777
0.01,0.57,0.35,2018-12-11 10:52:38.904675
0.3,0.4,0.08,2018-12-11 10:52:38.926192
0.54,0.29,0.06,2018-12-11 10:52:38.948551
0.65,0.3,0.13,2018-12-11 10:52:38.970301
0.74,0.49,0.14,2018-12-11 10:52:38.992046
0.92,0.53,0.06,2018-12-11 10:52:39.013898
1.12,0.59,0.06,2018-12-11 10:52:39.035324
1.24,0.72,0.08,2018-12-11 10:52:39.057090
1.12,0.7,0.1,2018-12-11 10:52:39.078877
0.9,0.56,0.0,2018-12-11 10:52:39.100695
0.75,0.56,0.05,2018-12-11 10:52:39.122409
0.69,0.61,0.0,2018-12-11 10:52:39.144403
0.66,0.61,0.03,2018-12-11 10:52:39.165995
0.66,0.61,0.02,2018-12-11 10:52:39.187610
0.65,0.69,0.1,2018-12-11 10:52:39.209269
0.67,0.83,0.07,2018-12-11 10:52:39.231122
0.71,0.8,0.05,2018-12-11 10:52:39.253056
0.72,0.73,0.05,2018-12-11 10:52:39.275630
0.7,0.68,0.07,2018-12-11 10:52:39.297067
0.72,0.56,0.03,2018-12-11 10:52:39.318546
0.75,0.29,0.07,2018-12-11 10:52:39.340398
0.95,0.09,0.34,2018-12-11 10:52:39.362302
2.26,0.48,0.86,2018-12-11 10:52:39.384237
2.89,0.72,0.82,2018-12-11 10:52:39.405901
1.84,0.74,0.41,2018-12-11 10:52:39.427360
0.74,1.38,0.27,2018-12-11 10:52:39.449191
1.59,0.89,2.2,2018-12-11 10:52:39.470947
2.18,0.56,2.2,2018-12-11 10:52:39.492584
4.18,1.57,0.46,2018-12-11 10:52:39.514662
3.75,1.96,0.29,2018-12-11 10:52:39.536440
2.37,0.78,0.22,2018-12-11 10:52:39.558107
1.11,0.84,0.42,2018-12-11 10:52:39.580015
0.73,0.67,0.42,2018-12-11 10:52:39.601699
0.24,0.63,0.25,2018-12-11 10:52:39.623767
0.17,0.38,0.01,2018-12-11 10:52:39.647297
0.43,0.27,0.07,2018-12-11 10:52:39.669068
0.6,0.31,0.13,2018-12-11 10:52:39.690023
0.6,0.44,0.12,2018-12-11 10:52:39.711078
0.65,0.58,0.09,2018-12-11 10:52:39.732355
0.82,0.63,0.08,2018-12-11 10:52:39.754383
0.92,0.67,0.03,2018-12-11 10:52:39.775513
0.93,0.82,0.04,2018-12-11 10:52:39.797090
0.91,0.78,0.01,2018-12-11 10:52:39.818809
0.9,0.74,0.01,2018-12-11 10:52:39.840515
0.87,0.58,0.09,2018-12-11 10:52:39.862129
0.79,0.64,0.03,2018-12-11 10:52:39.884585
0.69,0.73,0.06,2018-12-11 10:52:39.906377
0.66,0.81,0.07,2018-12-11 10:52:39.927932
0.63,0.86,0.08,2018-12-11 10:52:39.949544
0.6,0.93,0.1,2018-12-11 10:52:39.970701
0.58,0.99,0.14,2018-12-11 10:52:39.991814
0.6,0.98,0.13,2018-12-11 10:52:40.014866
0.59,0.84,0.03,2018-12-11 10:52:40.036573
0.59,0.66,0.05,2018-12-11 10:52:40.058419
0.66,0.57,0.13,2018-12-11 10:52:40.080157
0.7,0.3,0.13,2018-12-11 10:52:40.101792
1.15,0.12,0.35,2018-12-11 10:52:40.123608
2.36,0.58,0.94,2018-12-11 10:52:40.145124
2.88,1.06,1.14,2018-12-11 10:52:40.166955
1.76,1.12,0.52,2018-12-11 10:52:40.189059
